Start,End,Round,Seq,Par-2,Par-4,Par-8,Par-16
288230000000000000,288230000000000000,2048,587,568,576,700,1028
288230000000000000,288230000000000000,4096,1161,998,1056,1233,1537
288230000000000000,288230000000000000,8192,2309,2219,1814,2061,2505
288230000000000000,288230000000000000,16384,4605,4003,3732,3853,4411
288230000000000000,288230000000000000,32768,9204,7944,6976,8319,8284
576461000000000000,576461000000000000,2,12,25,49,100,200
576461000000000000,576461000000000000,4,13,59,50,100,201
576461000000000000,576461000000000000,8,14,54,86,100,202
576461000000000000,576461000000000000,16,16,57,89,203,202
576461000000000000,576461000000000000,32,19,63,91,209,527
576461000000000000,576461000000000000,64,27,70,110,225,506
576461000000000000,576461000000000000,128,42,83,121,234,507
576461000000000000,576461000000000000,256,73,112,146,255,563
576461000000000000,576461000000000000,512,135,166,200,301,607
576461000000000000,576461000000000000,1024,260,269,305,413,736
576461000000000000,576461000000000000,2048,506,438,521,611,949
576461000000000000,576461000000000000,4096,997,868,929,997,1399
576461000000000000,576461000000000000,8192,1986,1782,1666,1892,2194
576461000000000000,576461000000000000,16384,3949,3521,3209,3304,3864
576461000000000000,576461000000000000,32768,7906,6920,7600,6465,7084
1152920000000000000,1152920000000000000,2,13,26,51,103,209
1152920000000000000,1152920000000000000,4,14,55,52,103,207
1152920000000000000,1152920000000000000,8,15,60,92,103,207
1152920000000000000,1152920000000000000,16,17,64,94,220,208
1152920000000000000,1152920000000000000,32,22,63,98,230,525
1152920000000000000,1152920000000000000,64,30,68,116,235,504
1152920000000000000,1152920000000000000,128,49,85,144,251,530
1152920000000000000,1152920000000000000,256,85,128,192,282,579
1152920000000000000,1152920000000000000,512,162,179,225,350,645
1152920000000000000,1152920000000000000,1024,308,308,406,502,794
1152920000000000000,1152920000000000000,2048,598,610,620,756,1112
1152920000000000000,1152920000000000000,4096,1185,1051,1082,1280,1665
1152920000000000000,1152920000000000000,8192,2355,2155,2243,2298,2729
1152920000000000000,1152920000000000000,16384,4702,4237,4416,4352,4894
1152920000000000000,1152920000000000000,32768,9387,8398,8602,8460,9138
2305840000000000000,2305840000000000000,2,13,26,53,107,214
2305840000000000000,2305840000000000000,4,14,54,53,106,213
2305840000000000000,2305840000000000000,8,15,59,94,107,212
2305840000000000000,2305840000000000000,16,18,60,96,235,216
2305840000000000000,2305840000000000000,32,23,63,103,222,542
2305840000000000000,2305840000000000000,64,34,73,119,244,531
2305840000000000000,2305840000000000000,128,56,95,146,268,546
2305840000000000000,2305840000000000000,256,98,136,189,308,585
2305840000000000000,2305840000000000000,512,184,222,263,387,651
2305840000000000000,2305840000000000000,1024,354,365,399,546,856
2305840000000000000,2305840000000000000,2048,699,704,728,854,1214
2305840000000000000,2305840000000000000,4096,1381,1293,1324,1550,1857
2305840000000000000,2305840000000000000,8192,2748,2590,2467,2770,3173
2305840000000000000,2305840000000000000,16384,5537,5275,5196,5384,5724
2305840000000000000,2305840000000000000,32768,11019,10973,9795,10816,11051
4611690000000000000,4611690000000000000,2,14,27,55,110,220
4611690000000000000,4611690000000000000,4,15,61,55,109,220
4611690000000000000,4611690000000000000,8,16,59,95,110,220
4611690000000000000,4611690000000000000,16,20,66,97,228,218
4611690000000000000,4611690000000000000,32,27,73,112,230,545
4611690000000000000,4611690000000000000,64,42,99,129,243,537
4611690000000000000,4611690000000000000,128,71,109,152,259,566
4611690000000000000,4611690000000000000,256,124,153,195,311,614
4611690000000000000,4611690000000000000,512,237,252,280,404,716
4611690000000000000,4611690000000000000,1024,464,440,472,579,914
4611690000000000000,4611690000000000000,2048,907,839,850,926,1275
4611690000000000000,4611690000000000000,4096,1808,1503,1486,1767,2011
4611690000000000000,4611690000000000000,8192,3610,3177,3093,3011,3435
4611690000000000000,4611690000000000000,16384,7199,6894,5477,5605,6205
4611690000000000000,4611690000000000000,32768,14427,12085,10769,11885,11992
9223370000000000000,9223370000000000000,2,14,28,58,117,230
9223370000000000000,9223370000000000000,4,15,58,58,113,228
9223370000000000000,9223370000000000000,8,16,60,125,113,228
9223370000000000000,9223370000000000000,16,19,63,144,230,227
9223370000000000000,9223370000000000000,32,23,67,140,238,564
9223370000000000000,9223370000000000000,64,32,77,116,250,556
9223370000000000000,9223370000000000000,128,52,98,141,267,598
9223370000000000000,9223370000000000000,256,91,146,184,294,622
9223370000000000000,9223370000000000000,512,167,215,275,368,708
9223370000000000000,9223370000000000000,1024,321,346,382,517,862
9223370000000000000,9223370000000000000,2048,631,665,711,815,1153
9223370000000000000,9223370000000000000,4096,1261,1233,1238,1432,1780
9223370000000000000,9223370000000000000,8192,2514,2344,2368,2509,2980
9223370000000000000,9223370000000000000,16384,4974,4434,4611,4773,5386
9223370000000000000,9223370000000000000,32768,9917,9622,9114,9314,10137
